"ID","period","herd","Year","Lat","Long","Frequency","Duration","n","tau_p","tau_p_min","tau_p_max","tau_v","tau_v_min","tau_v_max","diffusion","diffusion_min","diffusion_max","HR","HR_min","HR_max","Speed","Speed_min","Speed_max","elev_220809","slope_220809","proj_age_220809","heli_ten_220809"
43091,"after","nc",2022,53.77273415,-121.5593885,720,33.49930556,68,310368.6145,107730.3385,894164.8028,11201.86168,2800.949434,44799.70381,16.75161752,10.69437015,24.14626643,35841887.42,15242706.98,65095830.74,NA,NA,NA,2.68893128607549,1.95717603644952,0.617067185981747,0
43091,"during","nc",2021,53.8116599,-121.5807813,720,27,55,318359.2319,82103.64446,1234447.035,NA,NA,NA,42.47618846,28.09881427,59.77684441,77743812.16,23349311.13,164260216.3,NA,NA,NA,2.57579474974864,2.28314789550931,0.73685008823132,0
43092,"during","nc",2021,53.75277595,-121.5268559,720,22.00069444,38,NA,NA,NA,NA,NA,NA,35.15077786,23.02896704,49.79488729,53334401.75,27333368.8,87880643.85,NA,NA,NA,2.60114448239821,1.93864264869029,0.573612215998261,0
43092,"after","nc",2022,53.8530558,-121.621926,720,33.5,67,2299206.526,230387.5906,22945466.09,NA,NA,NA,24.43761164,17.911308,31.96206217,447505030.9,46297252,1293035358,NA,NA,NA,1.89301738510696,1.47957852206986,0.275363775760011,0
43093,"during","nc",2021,53.43382475,-121.296504,720,27.5,56,1336327.671,185171.4468,9643882.325,NA,NA,NA,18.05259255,13.08092049,23.81260934,224094226,32332597.01,597540379.5,NA,NA,NA,2.66257016350777,2.2103298394228,0.611732582101578,0
43093,"after","nc",2022,53.4442859,-121.3267391,720,33.50069444,68,1498970.23,235199.6816,9553209.157,NA,NA,NA,4.594775229,3.378087352,5.995703189,61357539.76,9992532.734,158376736.7,NA,NA,NA,2.66618971911466,2.08789485832699,0.655685655553582,0
44094,"during","hr",2021,54.45846315,-121.5679717,720,24.5,50,236017.4957,91704.30625,607433.3969,NA,NA,NA,7.3558691,5.204506958,9.873574439,14665745.37,6315314.627,26473520.76,NA,NA,NA,2.4051680550217,2.79243101539063,0.712323435366639,0.999168882978723
44094,"after","hr",2022,54.65632825,-121.3168186,720,33.5,68,1235973.471,180645.5561,8456507.068,12200.5751,3610.68875,41225.93859,3.399837374,2.1749387,4.893952326,38697187.86,6450558.9,99241200.24,NA,NA,NA,2.90776205379155,1.98044649787014,0.466322803969989,0
44095,"during","hr",2021,54.8618219,-122.0729219,720,24,45,386146.0595,96823.35987,1540008.314,23305.53664,8972.953565,60531.68937,13.12321143,7.463257605,20.35416703,48500758.41,14468794.06,102741933.3,NA,NA,NA,2.39158179543044,2.28403292011427,0.748551833253048,0
44095,"after","hr",2022,54.9612247,-122.3509534,720,33.5,68,943410.3408,163253.2762,5451793.017,16573.22406,7629.44668,36001.53027,7.908083238,5.125631215,11.28418288,75696299.05,14815620.08,185252710.9,NA,NA,NA,2.43167025109069,2.2646605861281,0.12192735294804,0
44096,"during","hr",2021,53.7818239,-120.518572,720,25.49930556,50,978247.6622,125792.5136,7607515.434,NA,NA,NA,14.35444025,10.47019791,18.84197932,133026168.6,18519332.99,357999821.9,NA,NA,NA,3.08383920165883,2.72876492667922,0.382750272709406,0.398110042803589
44096,"after","hr",2022,53.73972885,-120.647575,720,33.5,68,2546206.737,234624.6996,27632081.19,8100.225035,1728.930596,37950.42195,10.1316869,6.906618202,13.96491243,267317185.5,25962500.89,783251325.2,NA,NA,NA,2.67604134196407,2.68850180430724,0.548736584962646,0.494288060586705
44097,"during","nc",2021,53.43228215,-121.2995864,720,27.5,54,1476757.869,185668.7619,11745722.76,17337.38251,7739.711013,38836.69967,20.42124597,12.42558593,30.37094392,330295410.6,45128010.5,893151025.2,NA,NA,NA,2.52919450116622,2.09441064875555,0.390774325347652,0
44097,"after","nc",2022,53.4359568,-121.3363472,720,33.5,68,NA,NA,NA,NA,NA,NA,31.07450104,22.47971215,41.03907013,26422871.88,16558314.81,38555404.33,NA,NA,NA,2.87786921605461,2.17282706540461,0.579740099105657,0
44098,"during","hr",2021,54.972953,-122.3760056,720,23.49930556,48,1436712.14,121240.4825,17025186.07,NA,NA,NA,9.507476235,6.676442488,12.83105286,112105982.5,10144025.01,333506669.4,NA,NA,NA,2.38213233720028,2.20197315960711,0.220029665046363,0
44100,"during","hr",2021,53.9844595,-121.4383414,720,27.5,56,304462.1529,91407.82724,1014105.743,19364.10169,8461.182934,44316.31336,24.85504265,15.33562508,36.6357375,61258270.45,23151133.53,117581047.3,NA,NA,NA,2.58542801856245,2.80930748949434,0.773733395497609,1
44100,"after","hr",2022,53.99259215,-121.5683553,720,33.49930556,68,1057355.647,166837.633,6701131.775,19482.61196,9986.01066,38010.39089,18.76042187,11.49468478,27.77700334,158246003,28455064.96,397158130.8,NA,NA,NA,1.90728860125249,1.88703682469613,0.619683473775302,0.702749352730859
44101,"during","hr",2021,54.7158137,-121.5943232,720,24,46,1070062.567,138971.899,8239319.651,NA,NA,NA,14.55074332,10.00402751,19.9357767,135734490.5,18793710.52,365797799.4,NA,NA,NA,2.53036046104698,1.82803164100056,0.550887249830084,0
44101,"after","hr",2022,54.729427,-121.6398906,720,33.5,68,2223183.654,229601.0137,21526671.33,8430.504027,1742.188997,40795.45805,9.301669568,6.256364905,12.94129289,217675370.7,23871907.53,620696557.3,NA,NA,NA,2.41075440990573,1.8692383957573,0.607464059316157,0
44103,"during","hr",2021,53.9955723,-121.269551,720,23.5,48,516780.2998,109320.4966,2442925.953,NA,NA,NA,5.934603943,4.04715958,8.177593489,24758356.23,5772373.516,57305461.77,NA,NA,NA,2.31880250976932,1.85302058452237,1.07162315626005,1
44106,"during","hr",2021,54.1575075,-121.4586016,720,24.5,50,626312.7728,116758.3383,3359654.609,18567.74832,7803.72899,44179.0429,17.82546381,10.34437325,27.3088306,107620988.3,23752554.67,253637567,NA,NA,NA,2.28330979294093,2.4618023782776,0.127972168117001,1
44106,"after","hr",2022,54.2044839,-121.5887465,720,33.5,67,589545.2246,141775.3098,2451509.875,NA,NA,NA,2.437257549,1.789187061,3.183942266,11822773.62,3129943.85,26185278.46,NA,NA,NA,2.48028319000312,3.11992867908768,0.266072861313512,1
44130,"during","hr",2021,54.7451457,-121.9298305,720,25,51,2794128.082,183774.4437,42482249.33,NA,NA,NA,4.091147271,2.914716014,5.463904937,109918115,7463065.647,346316236.4,NA,NA,NA,2.34578450232298,2.418207263168,0.606577486849404,0
45069,"after","cn",2022,51.6668359,-118.7833877,900,17.00069444,29,NA,NA,NA,NA,NA,NA,3.673956118,1.752025845,6.295441196,3339281.332,852218.474,7493005.984,NA,NA,NA,3.46487306761951,2.53424628432349,0.784850500143428,1
45317,"during","hr",2021,54.7510373,-121.5979538,720,24,48,1657099.075,155358.8282,17675064.73,12165.10096,3239.15269,45687.77567,13.17531613,7.867886853,19.82864666,233217920.6,24311967.14,672719483.1,NA,NA,NA,2.5218699094388,1.95756649003539,0.566928029813228,0
45317,"after","hr",2022,54.6852558,-121.6250078,720,33.5,68,2045901.11,214750.839,19491012.79,NA,NA,NA,10.64362967,8.192298951,13.4109066,218811274.4,23809125.74,625057934.1,NA,NA,NA,2.47587761441534,1.83191177854658,0.487565447631309,0.0471694958704399
45318,"during","hr",2021,53.7724667,-120.6329958,720,25.5,52,NA,NA,NA,NA,NA,NA,19.55005131,12.91446352,27.53942964,31917700.48,15938092.37,53352656.65,NA,NA,NA,3.02925896235474,3.02235730210944,0.277485128360275,0.47947718413208
47355,"after","cn",2022,51.6158857,-118.9886071,900,17,26,382302.4164,82112.2253,1779943.693,NA,NA,NA,5.898921323,3.417787601,9.046055791,18429972.29,4611749.844,41641206.62,NA,NA,NA,3.32787615108143,2.92254867196196,0.581135256318664,1
81287,"prior1","hr",2020,53.8477842,-121.0991306,720,48.5,78,792887.3207,165286.3256,3803522.771,NA,NA,NA,17.58111475,12.34640998,23.72646733,79562374.01,18391933.97,184680183.7,NA,NA,NA,2.18680219943546,1.98395790225819,0.925904243646459,0.353364905666161
81287,"prior2","hr",2018,53.9394933,-121.4278628,720,41.5,63,741415.9945,161609.3922,3401396.846,NA,NA,NA,37.09209634,25.40492624,50.95599156,196719695.6,48028135.98,448272739.1,NA,NA,NA,2.06364136465984,2.34837907319744,0.59277467037481,0.773869222138886
81287,"during","hr",2020,53.9057583,-121.3151181,720,12.49930556,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,20857280.81,11949376.71,32205487.61,NA,NA,NA,2.62149824789419,2.97106886059203,0.524994615842778,1
81288,"prior2","nc",2018,53.7566261,-121.5184656,720,41.50069444,59,263700.0235,102773.487,676611.2974,NA,NA,NA,26.81043168,17.75423614,37.70331089,40748397.09,19218443.66,70231644.08,NA,NA,NA,2.5071220613808,2.02388731895795,0.662917072474858,0
81288,"prior1","nc",2020,53.7855847,-121.6129858,720,48.5,81,389144.8154,153193.8062,988510.5092,NA,NA,NA,9.076272767,6.359610639,12.26852098,24433581.44,10577953.83,43989528.75,NA,NA,NA,2.64341010597652,2.28334279956032,0.608095610159126,0
81289,"prior2","hr",2018,53.9562243,-121.3236938,720,41.50069444,74,712272.3699,212038.8067,2392637.163,NA,NA,NA,4.753521348,3.351363385,6.396887613,30300806.5,9779452.393,62218048.45,NA,NA,NA,2.26597500968897,2.94137271853041,0.718451264801772,1
81290,"prior2","hr",2018,53.96066,-121.4367096,720,41.49930556,72,279556.5577,119055.0058,656434.9682,NA,NA,NA,19.01354784,13.4078572,25.58299391,33433704.03,15900229.29,57372631.14,NA,NA,NA,2.54037838188682,2.83497496483129,0.738539546576942,1
81291,"prior1","hr",2020,54.6379444,-121.8735611,720,48.5,87,2977419.055,333127.344,26611517.75,NA,NA,NA,7.775903818,5.775317467,10.06942816,179315968.6,20760413.6,504913628.6,NA,NA,NA,1.9680630710773,1.80431169001053,0.621383921790013,0.00332503773815838
81291,"prior2","hr",2018,54.6684628,-121.6274278,720,41.50069444,53,781624.9112,157404.0433,3881332.962,NA,NA,NA,21.79357088,14.65646884,30.32402886,122094867,28368421.73,282924722.3,NA,NA,NA,2.23925059541929,1.71628863470929,0.589528734593864,0.0590226802888216
81292,"during","hr",2021,54.8479003,-122.0774681,720,70.50069444,121,561399.2655,207099.301,1521826.166,NA,NA,NA,17.61007281,13.61092118,22.11646774,75727978.3,30647195.54,140845510.5,NA,NA,NA,2.39985523318374,2.29845666710503,0.73226186182593,0
81292,"prior1","hr",2020,54.8373556,-122.3076914,720.5,48.50069444,63,179240.0675,65334.23091,491733.068,NA,NA,NA,1.575001882,0.742014887,2.71614724,2150938.3,1124083.682,3505422.645,NA,NA,NA,2.55671255940695,2.6555719273128,0.417624733756388,0
81295,"prior1","nc",2020,53.6040717,-121.2988827,721,47.50069444,58,2711326.898,326634.1087,22506202.97,NA,NA,NA,54.8007859,37.26189722,75.66895017,887682429,110840146,2454712849,NA,NA,NA,2.60686272388796,2.38733709090236,0.393163230823277,0.101588945795049
81295,"during","nc",2021,53.30113,-120.8757711,720,70,109,4708090.327,393764.4117,56292833.65,NA,NA,NA,46.73372536,36.78681343,57.85289465,1851001334,159385916.1,5564088523,NA,NA,NA,2.83996932628681,2.89879083556267,1.15836126715855,0.400503469671586
81295,"prior2","nc",2019,53.5204719,-121.1399233,721,41.5,55,1252789.36,155833.7765,10071508.35,NA,NA,NA,39.49309308,25.92442731,55.8720952,254845082.7,34835074.7,689046685.9,NA,NA,NA,2.91143642865457,2.73452476833796,0.552882160120877,0.162174060763831
81296,"prior2","nc",2018,53.52626775,-121.1900111,720,26.50069444,34,97702.21566,25390.89863,375950.5752,NA,NA,NA,40.90508563,14.35963755,81.09906357,24403587.19,10717015.64,43625025.71,NA,NA,NA,2.98848725224433,2.83097344869406,0.511107944894179,0
81297,"prior2","hr",2018,54.45965515,-121.901801,720,41.50069444,64,3508690.152,289416.4502,42536996.68,NA,NA,NA,15.92107472,10.81201423,22.00309396,385196801.2,30452513.25,1178234706,NA,NA,NA,1.7675948162567,1.50232298886291,0.507904667193665,0.513910169555913
81298,"prior2","hr",2018,54.72424,-122.0428994,720,36.5,65,1249411.685,165899.8615,9409468.724,NA,NA,NA,3.009254739,1.974836414,4.258056905,26453988.88,3949173.835,69909974.08,NA,NA,NA,2.31246632438679,2.22255313273674,0.572118925095631,0
81299,"prior2","hr",2019,53.9601564,-121.451295,720,41.50069444,69,175401.5717,88473.74295,347738.3269,NA,NA,NA,27.75780974,18.8575045,38.351411,30666320.89,17624078.79,47261450.29,NA,NA,NA,2.49087444970287,2.84200401820485,0.706050181868834,1
81301,"prior2","hr",2018,54.3214236,-121.8400897,721,41,57,238991.2446,97716.84627,584513.4915,NA,NA,NA,5.915271657,3.587386995,8.815828686,10271875.89,5091485.309,17239609.31,NA,NA,NA,1.87093684097797,1.99037540781677,0.581251614873781,0
81303,"prior2","hr",2018,54.6087828,-121.4788038,720,41.5,82,501075.4315,164126.4704,1529775.103,NA,NA,NA,4.750088996,3.522637336,6.158186963,14845429.89,5249203.724,29341698.11,NA,NA,NA,3.0038969204854,2.7014456849031,-0.544711468837711,1
81308,"prior1","hr",2020,54.129681,-121.4992582,720,48,76,3334007.699,271905.265,40880441.7,NA,NA,NA,19.80910792,13.55614821,27.22925934,474959259.5,40374885.28,1431526316,NA,NA,NA,1.82986658649008,1.75570489274835,0.1187360583806,0.855156442954226
81308,"prior2","hr",2018,53.9569744,-121.43928,720,41,59,186839.7966,85513.69714,408228.2811,NA,NA,NA,35.27553091,23.48628626,49.42450646,32967963.07,17967742.44,52445142.4,NA,NA,NA,2.29042160858597,2.79152002114223,0.760459743439316,0.938318656108932
81311,"prior2","hr",2019,54.4596208,-121.5814111,720,41.5,65,3536041.668,293908.1566,42542509.94,NA,NA,NA,16.23728899,12.2686133,20.7535789,572321251.9,49098594.83,1721716257,NA,NA,NA,2.10428433146088,2.28186884984247,0.770627129693544,0.76699492485288
81311,"during","hr",2021,54.2193231,-121.5738033,720,70.50069444,121,176724.8656,109348.3519,285616.3587,NA,NA,NA,16.79997817,12.87148299,21.24368719,23821722.23,16042641.77,33114194.3,NA,NA,NA,2.30789182787573,2.99580379096422,0.455630214180456,1
81311,"prior1","hr",2020,54.46766095,-121.9042464,720,48.5,78,414295.8671,160703.9413,1068057.598,NA,NA,NA,4.554800008,2.980761246,6.457221276,10874103.49,4688642.809,19616611.42,NA,NA,NA,2.50726024761365,2.22592008845337,0.644224538371945,1
81313,"prior2","hr",2018,53.9282732,-121.3872546,720,41.5,70,179545.8667,85467.36637,377181.603,NA,NA,NA,12.84025444,8.81465935,17.61107959,16344923.72,9093033.867,25688062.27,NA,NA,NA,2.51790397905732,3.3124954921734,0.47679896487274,1
81313,"after","hr",2022,53.9761493,-121.4199054,720,33.50069444,48,398037.4031,122342.7618,1294999.164,NA,NA,NA,19.36573956,12.3673322,27.90821495,59436800.12,21327343.66,116731497.1,NA,NA,NA,2.36661530076263,2.86105531125395,0.799112758853862,1
81313,"during","hr",2021,53.9997579,-121.4397241,720,70.5,120,372983.1802,197638.7453,703892.6123,NA,NA,NA,42.89407682,33.47721879,53.46028663,103363635.6,57627822.86,162239902.7,NA,NA,NA,2.29049887357961,2.71139254905594,0.742096674678974,1
81313,"prior1","hr",2020,53.9462694,-121.3861114,720,48.50069444,83,2154278.89,268759.2933,17267933.24,NA,NA,NA,24.57598595,17.33099193,33.06643848,285789836.4,37331544.42,781575517.2,NA,NA,NA,1.85765314766645,1.8734101929533,0.453553625537323,0.798200174094113
81314,"prior1","hr",2020,54.94327835,-122.3546781,720,48,66,648216.0721,186262.4132,2255871.536,NA,NA,NA,5.017268416,3.279334318,7.118838144,22693468.85,7858909.752,45254110.36,NA,NA,NA,2.48600342536557,2.457553273496,0.0671652538381034,0
81314,"prior2","hr",2019,54.9450583,-122.3639586,720,41.00069444,63,828681.5937,187994.7528,3652831.654,NA,NA,NA,8.031926936,5.608591753,10.88358043,59980832.93,15184408.5,134973764,NA,NA,NA,2.34922761067527,2.3393940866236,0.25736932489089,0
81315,"during","hr",2021,54.1924365,-121.2398897,720,70,106,216391.2433,125382.1669,373459.5704,NA,NA,NA,13.40883663,9.934423453,17.39621627,20486148.62,13056296.3,29562672.85,NA,NA,NA,2.61088775145477,2.47336604178897,0.678259579785907,1
81315,"after","hr",2022,54.1937872,-121.25448,720,33.49930556,55,366007.2461,99082.26369,1352021.03,NA,NA,NA,4.671838031,2.733913489,7.12047773,12988410.11,4636154.055,25566873.36,NA,NA,NA,2.52632699457497,2.35717112244951,0.853548230844703,1
81315,"prior2","hr",2019,54.1941814,-121.2393025,720,41.5,65,295245.2273,97891.21802,890475.6323,NA,NA,NA,26.97217105,18.37249641,37.1967259,42984902.65,17648864.82,79402664.2,NA,NA,NA,2.42222667778932,2.39011164712154,0.594272368539096,1
81315,"prior1","hr",2020,54.1218425,-121.4997461,720,48.5,85,698510.9749,172328.4811,2831322.942,NA,NA,NA,5.949397484,4.005423418,8.271844511,31382736.83,8819728.076,68002954.62,NA,NA,NA,2.46426153524786,2.54000997061547,-0.0243779440778667,1
81318,"prior2","hr",2018,53.9604833,-121.4515672,720,41.49930556,59,434643.6362,139301.3154,1356161.57,NA,NA,NA,10.33613181,6.987293399,14.33023005,37022805.43,13858739.01,71368103.42,NA,NA,NA,2.46622651985455,2.8486469064372,0.721615772345707,0.971307155092898
81320,"prior2","nc",2018,53.4393272,-121.3145826,720,41.5,64,1597206.832,232468.3512,10973836.45,NA,NA,NA,12.28755325,8.447280301,16.83605675,118420006.1,18649410.83,308490414.3,NA,NA,NA,2.53381636539113,2.11413880085446,0.514956209839679,0
81320,"prior1","nc",2020,53.4333972,-121.3121744,720,46.99930556,82,166835.7693,93814.2933,296694.3835,NA,NA,NA,42.48700087,30.09659227,56.98007133,36836821.85,22891684.28,54045517.76,NA,NA,NA,2.84285739115017,2.1003411056913,0.625534818820584,0
81321,"prior2","nc",2018,53.8224108,-121.5827764,720,40.00069444,67,397440.6885,145792.7521,1083449.613,NA,NA,NA,4.94648303,3.258763853,6.980767809,13380936.09,5425127.975,24865721.92,NA,NA,NA,2.84046013148152,2.27775206170903,0.769047031284517,0
81324,"prior1","hr",2020,53.7852775,-121.6104167,721,47.99930556,66,238777.5198,113782.376,501085.5455,NA,NA,NA,18.1743518,10.61315873,27.73598975,21699271.23,11954117,34301514.25,NA,NA,NA,2.64266249444011,2.24917952947459,0.576877129381121,0
81324,"prior2","hr",2018,53.7560639,-121.5145529,720,41,68,277832.1829,117295.8475,658085.7163,NA,NA,NA,11.03747318,7.355530718,15.45471101,24004120.14,11700447.88,40653976.21,NA,NA,NA,2.61830392407695,1.86748437508483,0.767908977442547,0
81325,"during","hr",2020,53.4747271,-121.4084413,720,39.5,72,2352898.647,260788.3199,21228450.9,NA,NA,NA,29.37143022,21.84392249,37.99621424,617483419.7,70530472.45,1744211969,NA,NA,NA,2.37047131549258,1.89401536482684,0.0648337709414334,0
81325,"prior2","hr",2018,53.2615847,-121.0697592,720,41,68,330601.4711,129513.1065,843909.4362,NA,NA,NA,10.02731185,6.62286847,14.12658616,19428173.93,8562315.822,34669315.44,NA,NA,NA,2.7339562622737,2.76602654717664,2.35990362779468,0
81325,"prior1","hr",2020,53.43347415,-121.323535,720,46.5,74,231438.551,98095.42693,546037.7163,NA,NA,NA,50.06298319,32.04192015,72.04049393,59997270.26,30559144.84,99199209.16,NA,NA,NA,2.77618783188766,2.27698386459891,0.680138157299987,0
81327,"during","hr",2021,53.7526428,-120.6385808,720,70,115,1931111.224,394094.5839,9462679.037,NA,NA,NA,16.38111932,13.0622857,20.06998052,284015450.4,59999059.61,678811515,NA,NA,NA,2.67092502918273,2.61865342901034,0.510470577905266,0.425711501225727
81327,"prior1","hr",2020,53.7311957,-120.705612,720,48,76,864256.1928,246630.8402,3028570.012,NA,NA,NA,17.64784827,13.1292113,22.82443884,119455432.5,35973707.03,252125976.2,NA,NA,NA,2.67600827724355,2.60912478333549,0.511675174526628,0.551691403139865
81328,"prior2","hr",2018,54.13763725,-121.5059206,720,37.5,48,1133252.972,146686.3188,8755160.741,NA,NA,NA,1.73898621,1.127310891,2.481115557,17694287.09,2717813.332,46406841.38,NA,NA,NA,2.70163444662938,2.74991529999164,-0.134129083447912,1
81328,"prior1","hr",2020,54.44034485,-121.8452096,720,46.50069444,76,717122.4751,192045.6324,2677825.254,NA,NA,NA,9.722938816,6.750333227,13.22937545,46921380.68,13874447.5,99735486.99,NA,NA,NA,2.15731411480818,2.01275660082641,0.694047145705185,0.952362388897552
81330,"prior2","hr",2018,53.97553345,-121.1654798,720,41.00069444,56,227443.6857,90900.6204,569089.9572,NA,NA,NA,17.69662344,12.07967161,24.36908123,32055036.3,15368896.21,54770587.93,NA,NA,NA,2.41113702172238,1.90545548126016,0.663885759987651,1
81330,"prior1","hr",2020,53.9790844,-121.6372653,720,48.00069444,77,762017.9295,139398.9526,4165535.781,NA,NA,NA,47.01365599,36.05411046,59.40542389,278208344.5,57627040.22,669065049,NA,NA,NA,1.37406102641161,0.939042072561121,0.23277423341406,0.318495627588928
81331,"prior1","hr",2020,54.1610433,-121.5448856,1800.5,2.500694444,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460399.816,121764.7106,4419179.791,NA,NA,NA,2.55461896333734,2.35396751880521,-0.0416874521135286,1
81331,"prior2","hr",2019,53.84275835,-121.1096427,720,41.5,60,900745.2441,213206.9172,3805420.601,NA,NA,NA,51.15968194,34.63856901,70.85137912,228130525,57308691.98,514743645.8,NA,NA,NA,1.88293621847018,1.84561140551042,0.572670139686535,0.412661841275272
81332,"prior2","hr",2018,53.9593111,-121.5047297,720,41,55,381263.1644,147428.8147,985978.2215,NA,NA,NA,6.591652804,4.456696244,9.137812704,21261984.04,9294459.272,38096215.44,NA,NA,NA,1.84709938227262,2.20616952389961,0.943023558587667,0.737294940920041
81332,"prior1","hr",2020,53.96290195,-121.4713723,720,48.5,62,3975688.878,324036.8011,48778725.12,NA,NA,NA,44.4001064,32.38544188,58.28091517,1795101920,152828878.9,5408734072,NA,NA,NA,1.68605278388378,1.44787314741721,0.220114478740508,0.514214949353873
81332,"during","hr",2021,54.1374114,-121.487407,720,69.5,114,271788.3564,147070.4685,502268.82,NA,NA,NA,27.57991316,21.42874722,34.49541507,53316334.76,31133303.32,81368794.15,NA,NA,NA,2.55726816013329,2.67201467117247,0.139004696459717,1
81334,"prior1","nl",2020,53.4854599,-121.7851103,721,48,72,1914620.033,302245.7787,12128440.26,NA,NA,NA,6.673444555,4.896726877,8.720917284,132595944.6,22046515.55,340292638.1,NA,NA,NA,2.46065268660413,2.23012672710817,0.204232169245811,0
81334,"prior2","nl",2018,53.4533,-121.7333125,720,40.99930556,55,171358.0009,78694.91273,373131.6734,NA,NA,NA,15.59726289,9.436200195,23.28132858,19867896.33,10969599.43,31365279.56,NA,NA,NA,2.7429817189551,2.31702160895312,0.114193568948651,0
81336,"prior2","hr",2018,54.0667967,-121.0594803,720,40.00069444,62,397165.6826,144200.1733,1093900.068,NA,NA,NA,13.72236173,9.646373717,18.50538934,39549639.2,15826226.12,73948430.56,NA,NA,NA,2.12485997259531,2.80312406617904,0.0223638990014167,0.916211967076667
81339,"prior2","hr",2018,54.1939489,-121.2440161,720,41,69,1118740.227,155346.287,8056708.144,NA,NA,NA,14.4070837,9.776203191,19.92164115,92258953.66,14486571.13,240532422.6,NA,NA,NA,2.09241422178454,2.06105384678511,0.324855674035998,1
81341,"prior2","hr",2018,54.02018615,-121.5517642,720,41.5,72,588356.5752,140179.0837,2469437.311,NA,NA,NA,14.89003491,10.3948464,20.18030478,59448323.29,16165462.2,130394784.7,NA,NA,NA,2.37051449971237,2.29425903339191,0.730725130375692,1
81344,"prior1","hr",2020,54.03299445,-121.5600756,720,48.5,84,511583.0261,171345.0515,1527427.786,NA,NA,NA,15.13620077,11.05138077,19.85347815,55965506.71,20550564.76,108808817.8,NA,NA,NA,2.43978212013429,2.33250877868504,0.737286161154512,1
81344,"prior2","hr",2019,53.9714494,-121.4295114,720.5,41.5,55,715018.3134,196611.8233,2600307.448,NA,NA,NA,13.59254343,9.153533383,18.89522039,81431751.36,24395151.25,172221091.5,NA,NA,NA,2.28774675815751,2.76507677691404,0.775403513791629,1
81345,"prior1","hr",2020,54.0443008,-121.485615,720,48.50069444,75,6868159,431601.9894,109294232.2,NA,NA,NA,29.27257217,21.8730361,37.73361973,1764121060,112823631.1,5620597046,NA,NA,NA,1.70734066220881,1.5314052316804,0.220597622879989,0.694592698328212
81345,"prior2","hr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63746160413805,2.43794051981679,0.657407690672852,1
81346,"prior2","nl",2019,53.4501928,-121.7400594,720,40.00069444,53,132289.3199,61459.3215,284748.7368,NA,NA,NA,20.78597206,11.77237192,32.31971201,18457868.01,10840904.79,28068518.32,NA,NA,NA,2.71252624494988,2.27031857253117,0.102779350445391,0
81347,"prior2","hr",2018,54.1899989,-121.2468147,720,41.5,57,450176.6197,129340.5813,1566863.136,NA,NA,NA,12.92732509,9.184228804,17.30023629,41703069.66,13961755.39,84352027.14,NA,NA,NA,2.38188690564317,2.28767061876593,0.547271175388828,1
81347,"prior1","hr",2020,54.18949585,-121.2434106,720,48.00069444,84,1251845.259,179114.6642,8749236.462,NA,NA,NA,16.04420382,12.14669472,20.47572129,173159085.7,27317923.45,450873331.4,NA,NA,NA,2.04868791535453,1.87607451428934,0.0820465417265166,1
81348,"prior1","hr",2020,53.84322,-121.63754,720,47.5,72,875553.8835,214156.0212,3579607.983,NA,NA,NA,4.229092202,2.745728167,6.027706137,29743593.03,8173288.963,64989651.62,NA,NA,NA,2.54124557324556,2.44282592690263,0.878138948005337,0
81350,"during","hr",2021,54.64603905,-121.5106196,720,70.5,128,882862.801,286196.444,2723467.54,NA,NA,NA,19.09911577,15.25623831,23.36714628,135360655.2,46365361.24,271183901.3,NA,NA,NA,2.59248689311582,1.89379187579376,0.404032990777539,0.323020247874333
81350,"prior1","hr",2020,54.5212629,-121.5607378,720,48.5,78,NA,NA,NA,NA,NA,NA,3.98056014,1.975674412,6.675867614,32461633.95,9994954.555,67922263,NA,NA,NA,1.6727857286091,2.01459937191036,1.16856348677108,1
81352,"prior2","hr",2018,55.0957818,-122.1433265,720,41.50069444,78,2491783.39,242619.7059,25591426.87,NA,NA,NA,3.126539791,2.242083976,4.155756774,55269665.81,5578592.814,160578376,NA,NA,NA,2.56649077720278,2.83838333366563,0.175815903684159,0
81353,"prior1","hr",2020,53.8105579,-121.5775033,720,47.50069444,86,2386464.603,272595.4695,20892545.7,NA,NA,NA,8.30615617,6.314306879,10.56688726,191055673.4,22895633.96,533589599.4,NA,NA,NA,2.31264624141598,1.94923896449001,0.603427746304282,0
81354,"during","hr",2021,53.7365217,-120.6960806,720,70.5,131,2811018.727,400178.6783,19745745.36,NA,NA,NA,12.3158453,9.912938972,14.97560216,306924457.6,45186237.76,814092446.2,NA,NA,NA,2.49508906278461,2.47440139228785,0.552262916249064,0.449159578736607
81354,"prior1","hr",2020,53.73277195,-120.7082204,720,48,90,1321620.222,252504.5086,6917421.082,NA,NA,NA,30.20997099,23.76109751,37.42137706,383202504.6,76843505.33,930887367.7,NA,NA,NA,2.47311132742972,2.4222520408878,0.54798676332546,0.388197482935832
81355,"prior2","hr",2018,54.13752985,-121.5051179,721,41,60,447401.5108,108488.0826,1845070.049,NA,NA,NA,4.740896369,2.307716701,8.035213789,18949611.41,6792535.753,37233025.97,NA,NA,NA,2.70167547975136,2.77357955285426,-0.147289409696956,1
